Banco,Producto,Tasa,Moneda,Fecha de registro,Observaciones
BCP,Crédito Efectivo y Crédito Efectivo con Garantía Hipotecaria,N/A,ME,19/03/2021,Tipo: OTRO | Servicio de evaluación de póliza de seguro endosada en moneda extranjera. | Categoría: Evaluación de póliza
BCP,Crédito Efectivo y Crédito Efectivo con Garantía Hipotecaria,MN: 0.115%,AMBAS,17/09/2021,"Tipo: SEGURO | Tasa mensual para el seguro de desgravamen del Crédito Efectivo. | Sobre el saldo mensual. Cubre un monto de hasta US$ 100,000. | Periodicidad: Mensual | Categoría: Seguro de desgravamen"
BCP,Tasa de Interés Moratorio,MN: 12.51%,AMBAS,2025-10-24,"Tipo: TASA | Tasa anual aplicada a saldos en mora para diversos productos. | La tasa de interés moratorio nominal anual ascenderá a la indicada en el presente documento. En caso dicha tasa de interés moratorio supere la tasa máxima de interés legal admitida, se aplicará la tasa máxima establecida por el Banco Central de Reserva del Perú. | Periodicidad: Anual | Categoría: Moratorio"
BCP,Informes Varios,ME: $ 15.0,ME,15/07/1998,Tipo: COMISION | Costo por informe comercial para clientes locales. | Por informe | Periodicidad: Por operación | Condiciones: Más gastos incurridos. | Categoría: Informes
BCP,Informes Varios,ME: $ 1.0,ME,01/09/2000,Tipo: COMISION | Costo de envío de documentos por correo internacional. | Periodicidad: Por envío | Categoría: Portes
BCP,Informes Varios,ME: $ 30.0,ME,15/07/1998,Tipo: COMISION | Costo por informe comercial para no clientes locales. | Por informe | Periodicidad: Por informe | Categoría: Informes
BCP,Informes Varios,ME: $ 1.0,ME,01/09/2000,Tipo: COMISION | Costo de envío de documentos por correo internacional. | Periodicidad: Por envío | Categoría: Portes
BCP,Informes Varios,ME: $ 1.0,ME,01/09/2000,Tipo: COMISION | Costo de envío de documentos por correo internacional. | Periodicidad: Por envío | Categoría: Portes
BCP,Informes Varios,ME: $ 11.5,ME,04/04/1994,Tipo: COMISION | Costo por gestión de registro de solicitudes en moneda extranjera ante entidades. | Periodicidad: Por tramite | Categoría: Trámite
BCP,Informes Varios,ME: $ 6.0,ME,04/04/1994,Tipo: COMISION | Costo por aviso de créditos simples con bancos del exterior. | Periodicidad: Por aviso | Categoría: Aviso
BCP,Informes Varios,ME: $ 17.5,ME,04/04/1994,Tipo: COMISION | Costo por modificación de créditos simples con bancos del exterior. | Periodicidad: Por deposito | Categoría: Modificación
BCP,Informes Varios,ME: $ 12.0,ME,01/10/1998,Tipo: COMISION | Costo por operación de pago de créditos simples con abono en cuenta ME. | Periodicidad: Por operación | Categoría: Pagos
BCP,Informes Varios,MN: 0.5% | ME: $ 12.0,AMBAS,01/10/1998,Tipo: COMISION | Costo por operación de pago de créditos simples en billetes ME. | Periodicidad: Por operación | Categoría: Pagos
BCP,Informes Varios,ME: $ 25.0,ME,04/10/1998,Tipo: COMISION | Costo por protesto de documentos en moneda extranjera emitidos en el exterior. | Periodicidad: Por documento | Categoría: Protesto
BCP,Informes Varios,ME: $ 60.0,ME,19/01/2000,Tipo: COMISION | Costo mensual por transmisión de mensajes Swift MT950. | Periodicidad: Mensual | Condiciones: Formato MT950. | Categoría: Swift
BCP,Informes Varios,ME: $ 50.0,ME,19/01/2000,Tipo: COMISION | Costo mensual por transmisión de estados de cuenta entre bancos vía Swift. | Periodicidad: Mensual | Categoría: Swift
BCP,Informes Varios,ME: $ 75.0,ME,19/01/2000,Tipo: COMISION | Costo mensual por transmisión de estados de cuenta a clientes vía Swift. | Periodicidad: Mensual | Categoría: Swift
BCP,Informes Varios,N/A,AMBAS,19/07/2007,Tipo: COMISION | Costo por constatación de prendas según tarifa de empresa tasadora autorizada. | Condiciones: Según tarifa de empresa tasadora autorizada por el BCP. | Categoría: Constatación
BCP,Informes Varios,MN: S/ 52.5,MN,30/03/2010,Tipo: COMISION | Costo por búsqueda de movimientos de cuenta en moneda nacional hasta 5 años. | Periodicidad: Por solicitud | Categoría: Búsqueda
BCP,Informes Varios,ME: $ 15.0,ME,30/03/2010,Tipo: COMISION | Costo por búsqueda de movimientos de cuenta en moneda extranjera hasta 5 años. | Periodicidad: Por solicitud | Categoría: Búsqueda
BCP,Informes Varios,MN: S/ 105.0,MN,30/03/2010,Tipo: COMISION | Costo por búsqueda de movimientos de cuenta en moneda nacional mayor a 5 años. | Periodicidad: Por solicitud | Categoría: Búsqueda
BCP,Informes Varios,ME: $ 30.0,ME,30/03/2010,Tipo: COMISION | Costo por búsqueda de movimientos de cuenta en moneda extranjera mayor a 5 años. | Periodicidad: Por solicitud | Categoría: Búsqueda
BCP,Informes Varios,MN: S/ 3.5,MN,30/03/2010,Tipo: COMISION | Costo por envío de documentos en moneda nacional. | Periodicidad: Por envío | Categoría: Portes
BCP,Informes Varios,ME: $ 1.0,ME,30/03/2010,Tipo: COMISION | Costo por envío de documentos en moneda extranjera. | Periodicidad: Por envío | Categoría: Portes
BCP,Informes Varios,MN: S/ 10.5,MN,03/10/2012,"Tipo: COMISION | Costo por copia de documentos en moneda nacional para diversas operaciones. | Aplica para las siguientes operaciones: -Comercio Exterior -Cancelaciones de Liquidación de Créditos o Carta Fianza -Cheques: Pagador (solo girador), depósito, Boletas FUE -Cheques de Gerencia -Comprobante Autorizado -Consolidado Visa Empresarial -Constancia de Depósito CTS (Información Disponible para Empleador) -Copia de Contratos Apertura (Todos los productos por los que se firme contrato) -Cronogramas Originales. -Cronogramas Vigentes/Actualizado. -Detallado Operaciones ITF -Dietarios de Cobranzas y Descuentos -Estados de Cuenta (Todos los productos que emiten Estados de Cuenta) -Notas de Cargo/Abono -Planillas de Depósito CTS / PdH (Información disponible para empleador) -Transferencias recibidas y enviadas al exterior. -Transferencias Interbancarias. | Periodicidad: Por documento | Categoría: Copias"
BCP,Informes Varios,ME: $ 3.0,ME,28/09/2012,"Tipo: COMISION | Costo por copia de documentos en moneda extranjera para diversas operaciones. | Aplica para las siguientes operaciones: -Comercio Exterior -Cancelaciones de Liquidación de Créditos o Carta Fianza -Cheques: Pagador (solo girador), depósito, Boletas FUE. -Cheques de Gerencia -Comprobante Autorizado -Consolidado Visa Empresarial -Constancia de Deposito CTS (Información Disponible para Empleador) -Copia de Contratos Apertura (Todos los productos por los que se firme contrato) -Cronogramas Originales. -Cronogramas Vigentes/Actualizado. -Detallado Operaciones ITF -Dietarios de Cobranzas y Descuentos -Estados de Cuenta (Todos los productos que emiten Estados de Cuenta) -Notas de Cargo/Abono -Planillas de Depósito CTS / PdH (Información disponible para empleador) -Transferencias recibidas y enviadas al exterior. -Transferencias Interbancarias. | Periodicidad: Por documento | Categoría: Copias"
BCP,Informes Varios,MN: S/ 52.5,MN,30/03/2010,Tipo: COMISION | Costo por informe de saldos auditores en moneda nacional. | Periodicidad: Por informe | Categoría: Saldos
BCP,Informes Varios,ME: $ 15.0,ME,30/03/2010,Tipo: COMISION | Costo por informe de saldos auditores en moneda extranjera. | Periodicidad: Por informe | Categoría: Saldos
BCP,Informes Varios,MN: S/ 25.0,MN,30/03/2010,"Tipo: COMISION | Costo por certificado de no adeudo en moneda nacional, a partir de la segunda constancia. | Periodicidad: Por documento | Condiciones: A partir de la segunda constancia. | Categoría: Certificado"
BCP,Informes Varios,ME: $ 7.5,ME,30/03/2010,"Tipo: COMISION | Costo por certificado de no adeudo en moneda extranjera, a partir de la segunda constancia. | Periodicidad: Por documento | Condiciones: A partir de la segunda constancia. | Categoría: Certificado"
BCP,Informes Varios,MN: S/ 25.0,MN,30/03/2010,Tipo: COMISION | Costo por certificado de situación crediticia del deudor en moneda nacional. | Periodicidad: Por documento | Categoría: Certificado
BCP,Informes Varios,ME: $ 7.5,ME,30/03/2010,Tipo: COMISION | Costo por certificado de situación crediticia del deudor en moneda extranjera. | Periodicidad: Por documento | Categoría: Certificado
BCP,Informes Varios,MN: S/ 1.0,MN,30/03/2010,Tipo: COMISION | Costo por envío de comprobante de pago por fax en moneda nacional. | Periodicidad: Por documento | Categoría: Envío
BCP,Informes Varios,N/A,ME,2025-10-24,Tipo: COMISION | Costo por envío de comprobante de pago por fax en moneda extranjera. | Categoría: Envío
BCP,Cuenta Digital BCP,MN: 3.0%,AMBAS,01/11/2020,Tipo: COMISION | Comisión por operación de conversión de moneda en el extranjero | Para operaciones en POS hechas en el extranjero en moneda diferente al Dólar Americano o para operaciones digitales procesadas en el extranjero por el comercio en moneda diferente al Dólar Americano | Periodicidad: Por operación | Categoría: Conversión de moneda
BCP,Cuenta Digital BCP,MN: S/ 9.0,MN,1/04/2022,Tipo: COMISION | Comisión por depósito adicional en ventanilla en moneda nacional | Aplica a partir del 2° deposito | Periodicidad: Por operación | Condiciones: A partir del 2° deposito | Categoría: Depósito adicional
BCP,Cuenta Digital BCP,ME: $ 3.6,ME,1/04/2022,Tipo: COMISION | Comisión por depósito adicional en ventanilla en moneda extranjera | Aplica a partir del 2° deposito | Periodicidad: Por operación | Condiciones: A partir del 2° deposito | Categoría: Depósito adicional
BCP,Cuenta Digital BCP,MN: S/ 9.0,MN,1/04/2022,Tipo: COMISION | Comisión por retiro adicional en ventanilla en moneda nacional | Aplica a partir del 2° deposito | Periodicidad: Por operación | Condiciones: A partir del 2° deposito | Categoría: Retiro adicional
BCP,Cuenta Digital BCP,ME: $ 3.6,ME,1/04/2022,Tipo: COMISION | Comisión por retiro adicional en ventanilla en moneda extranjera | Aplica a partir del 2° deposito | Periodicidad: Por operación | Condiciones: A partir del 2° deposito | Categoría: Retiro adicional
BCP,Cuenta Digital BCP,MN: S/ 20.0,MN,1/04/2022,Tipo: COMISION | Comisión por operación en cajeros de otras instituciones a nivel nacional | Periodicidad: Por operación | Categoría: Cajeros otras instituciones Nacional
BCP,Cuenta Digital BCP,ME: $ 6.6,ME,1/04/2022,Tipo: COMISION | Comisión por operación en cajeros de otras instituciones a nivel nacional en moneda extranjera | Periodicidad: Por operación | Categoría: Cajeros otras instituciones Nacional
BCP,Cuenta Digital BCP,MN: S/ 20.0,MN,1/04/2022,"Tipo: COMISION | Comisión por operación en cajeros internacionales, con cargo adicional del 3% del monto | Para los retiros efectuados en otros países, excepto EE.UU, se suma al costo fijo el 3% del monto de la transacción. | Periodicidad: Por operación | Condiciones: Para los retiros efectuados en otros países, excepto EE.UU, se suma al costo fijo el 3% del monto de la transacción. | Categoría: Cajeros otras instituciones Internacional"
BCP,Cuenta Digital BCP,ME: $ 6.6,ME,1/04/2022,Tipo: COMISION | Comisión por operación en cajeros internacionales en moneda extranjera | Periodicidad: Por operación | Categoría: Cajeros otras instituciones Internacional
BCP,Cuenta Digital BCP,MN: S/ 10.0,MN,1/04/2022,Tipo: COMISION | Comisión por envío físico de estado de cuenta en moneda nacional | Categoría: Envío físico de estado de cuenta
BCP,Cuenta Digital BCP,ME: $ 3.77,ME,1/04/2022,Tipo: COMISION | Comisión por envío físico de estado de cuenta en moneda extranjera | Categoría: Envío físico de estado de cuenta
BCP,Capital de Trabajo,MN: 30.0%,AMBAS,2025-10-24,Tipo: TASA | Tasa de interés anual para financiamiento de inventarios con garantía de warrants | (Con garantía de warrants sobre mercadería de fácil realización) | Condiciones: Con garantía de warrants sobre mercadería de fácil realización | Categoría: Financiamiento
BCP,Capital de Trabajo,ME: 30.0%,ME,2025-10-24,Tipo: TASA | Tasa de interés anual fija en dólares para financiamiento de capital de trabajo | Categoría: Recursos Locales
BCP,Capital de Trabajo,ME: 26.81%,ME,2025-10-24,Tipo: TASA | Tasa de interés anual fija en euros para financiamiento de capital de trabajo | Categoría: Recursos Locales
BCP,Capital de Trabajo,ME: 20.43%,ME,2025-10-24,Tipo: TASA | Tasa de interés anual fija en yenes para financiamiento de capital de trabajo | Categoría: Recursos Locales
BCP,Capital de Trabajo,ME: 12.77%,ME,2025-10-24,Tipo: TASA | Tasa de interés anual variable en euros para financiamiento de capital de trabajo | Categoría: Recursos Locales
BCP,Capital de Trabajo,ME: 12.77%,ME,2025-10-24,Tipo: TASA | Tasa de interés anual variable en yenes para financiamiento de capital de trabajo | Categoría: Recursos Locales
BCP,Capital de Trabajo,ME: 26.81%,ME,2025-10-24,Tipo: TASA | Tasa de interés anual fija en euros para financiamiento de capital de trabajo con recursos del exterior | Categoría: Recursos del Exterior
BCP,Capital de Trabajo,ME: 20.43%,ME,2025-10-24,Tipo: TASA | Tasa de interés anual fija en yenes para financiamiento de capital de trabajo con recursos del exterior | Categoría: Recursos del Exterior
BCP,Capital de Trabajo,ME: 12.77%,ME,2025-10-24,Tipo: TASA | Tasa de interés anual variable en euros para financiamiento de capital de trabajo con recursos del exterior | Categoría: Recursos del Exterior
BCP,Capital de Trabajo,ME: 12.77%,ME,2025-10-24,Tipo: TASA | Tasa de interés anual variable en yenes para financiamiento de capital de trabajo con recursos del exterior | Categoría: Recursos del Exterior
BCP,Capital de Trabajo,MN: 30.0%,AMBAS,2025-10-24,Tipo: TASA | Tasa de interés anual variable para financiamiento agrícola | Categoría: Financiamiento Agrícola
BCP,Capital de Trabajo,MN: 30.0%,AMBAS,2025-10-24,"Tipo: TASA | Tasa de interés anual fija para financiamiento agrícola (descuentos, pagarés y préstamos) | Categoría: Financiamiento Agrícola"
BCP,Capital de Trabajo,MN: 30.0%,AMBAS,2025-10-24,Tipo: TASA | Tasa de interés anual para crédito al promotor de la construcción | Categoría: Crédito al Promotor
BCP,Capital de Trabajo,MN: 23.5%,AMBAS,2025-10-24,Tipo: TASA | Tasa de interés anual para autodesembolso | Categoría: Autodesembolso
BCP,Capital de Trabajo,MN: 23.5%,AMBAS,2025-10-24,Tipo: TASA | Tasa de interés anual para compras locales | Categoría: Compras Local
BCP,Capital de Trabajo,MN: 23.5%,AMBAS,2025-10-24,Tipo: TASA | Tasa de interés anual para compras en el exterior | Categoría: Compras Exterior
BCP,Tarjeta de Débito,MN: S/ 25.0,MN,14/01/2017,Tipo: GASTO | Costo por reposición de tarjeta de débito en moneda nacional en Perú | En caso de perdida o robo llamar al 311-9898 | Periodicidad: Por Tarjeta | Categoría: Reposición de Tarjeta
BCP,Tarjeta de Débito,ME: $ 6.72,ME,14/01/2017,Tipo: GASTO | Costo por reposición de tarjeta de débito en moneda extranjera en Perú | En caso de perdida o robo llamar al 311-9898 | Periodicidad: Por Tarjeta | Categoría: Reposición de Tarjeta
BCP,Tarjeta de Débito,MN: S/ 195.0,MN,01/06/2016,Tipo: GASTO | Costo por reposición de tarjeta de débito en moneda nacional en el extranjero | En caso de perdida o robo llamar al 311-9898 | Categoría: Reposición de Tarjeta
BCP,Tarjeta de Crédito American Express,MN: 83.4% | ME: 95.9%,AMBAS,2025-10-24,Tipo: TASA | Tasas de interés anual para compras con la tarjeta American Express Clásica LATAM Pass. | Periodicidad: Anual | Cliente: Persona Natural | Categoría: Financiamiento
BCP,Tarjeta de Crédito American Express,MN: 107.0% | ME: 107.0%,AMBAS,01 de marzo 2023,Tipo: TASA | Tasa de interés anual para retiros de efectivo con la tarjeta American Express Clásica LATAM Pass. | Periodicidad: Anual | Cliente: Persona Natural | Categoría: Financiamiento
BCP,Tarjeta de Crédito American Express,MN: 12.51% | ME: 10.26%,AMBAS,2025-10-24,"Tipo: TASA | Tasa de interés anual por mora en pagos de la tarjeta American Express Clásica LATAM Pass. | La tasa de interés moratorio ascenderá a 12.51% en soles y a 10.26% en dólares. En caso dicha tasa de interés moratorio supere la tasa máxima de interés legal admitida, se aplicará la tasa máxima establecida por el BCR. | Periodicidad: Anual | Condiciones: Supera la tasa máxima de interés legal admitida, se aplicará la tasa máxima establecida por el BCR. | Cliente: Persona Natural | Categoría: Financiamiento"
BCP,Tarjeta de Crédito American Express,MN: 65.0% | ME: 95.9%,AMBAS,2025-10-24,Tipo: TASA | Tasas de interés anual para compras con la tarjeta American Express Oro LATAM Pass. | Periodicidad: Anual | Cliente: Persona Natural | Categoría: Financiamiento
BCP,Tarjeta de Crédito American Express,MN: 107.0% | ME: 107.0%,AMBAS,01 de marzo 2023,Tipo: TASA | Tasa de interés anual para retiros de efectivo con la tarjeta American Express Oro LATAM Pass. | Periodicidad: Anual | Cliente: Persona Natural | Categoría: Financiamiento
BCP,Tarjeta de Crédito American Express,MN: 12.51% | ME: 10.26%,AMBAS,2025-10-24,"Tipo: TASA | Tasa de interés anual por mora en pagos de la tarjeta American Express Oro LATAM Pass. | La tasa de interés moratorio ascenderá a 12.51% en soles y a 10.26% en dólares. En caso dicha tasa de interés moratorio supere la tasa máxima de interés legal admitida, se aplicará la tasa máxima establecida por el BCR. | Periodicidad: Anual | Condiciones: Supera la tasa máxima de interés legal admitida, se aplicará la tasa máxima establecida por el BCR. | Cliente: Persona Natural | Categoría: Financiamiento"
BCP,Tarjeta de Crédito American Express,MN: 57.0% | ME: 95.9%,AMBAS,2025-10-24,Tipo: TASA | Tasas de interés anual para compras con la tarjeta American Express Platinum LATAM Pass. | Periodicidad: Anual | Cliente: Persona Natural | Categoría: Financiamiento
BCP,Tarjeta de Crédito American Express,MN: 107.0% | ME: 107.0%,AMBAS,01 de marzo 2023,Tipo: TASA | Tasa de interés anual para retiros de efectivo con la tarjeta American Express Platinum LATAM Pass. | Periodicidad: Anual | Cliente: Persona Natural | Categoría: Financiamiento
BCP,Tarjeta de Crédito American Express,MN: 12.51% | ME: 10.26%,AMBAS,2025-10-24,"Tipo: TASA | Tasa de interés anual por mora en pagos de la tarjeta American Express Platinum LATAM Pass. | La tasa de interés moratorio ascenderá a 12.51% en soles y a 10.26% en dólares. En caso dicha tasa de interés moratorio supere la tasa máxima de interés legal admitida, se aplicará la tasa máxima establecida por el BCR. | Periodicidad: Anual | Condiciones: Supera la tasa máxima de interés legal admitida, se aplicará la tasa máxima establecida por el BCR. | Cliente: Persona Natural | Categoría: Financiamiento"
BCP,Tarjeta de Crédito American Express,MN: 49.0% | ME: 95.9%,AMBAS,2025-10-24,Tipo: TASA | Tasas de interés anual para compras con la tarjeta American Express Black LATAM Pass. | Periodicidad: Anual | Cliente: Persona Natural | Categoría: Financiamiento
BCP,Tarjeta de Crédito American Express,MN: 95.9% | ME: 95.9%,AMBAS,01 de marzo 2023,Tipo: TASA | Tasa de interés anual para retiros de efectivo con la tarjeta American Express Black LATAM Pass. | Periodicidad: Anual | Cliente: Persona Natural | Categoría: Financiamiento
BCP,Tarjeta de Crédito American Express,MN: 12.51% | ME: 10.26%,AMBAS,2025-10-24,"Tipo: TASA | Tasa de interés anual por mora en pagos de la tarjeta American Express Black LATAM Pass. | La tasa de interés moratorio ascenderá a 12.51% en soles y a 10.26% en dólares. En caso dicha tasa de interés moratorio supere la tasa máxima de interés legal admitida, se aplicará la tasa máxima establecida por el BCR. | Periodicidad: Anual | Condiciones: Supera la tasa máxima de interés legal admitida, se aplicará la tasa máxima establecida por el BCR. | Cliente: Persona Natural | Categoría: Financiamiento"
BCP,Seguros,MN: S/ 19.9,MN,20/06/2011,Tipo: SEGURO | Prima mensual para el seguro de viaje Plan 1 Individual. | Periodicidad: Mensual | Categoría: Seguro de Viaje
BCP,Seguros,MN: S/ 26.5,MN,2025-10-24,Tipo: SEGURO | Prima mensual para el seguro de viaje Plan 1 Familiar. | Periodicidad: Mensual | Condiciones: No Vigente | Categoría: Seguro de Viaje
BCP,Seguros,ME: $ 3.96,ME,2025-10-24,Tipo: SEGURO | Prima mensual para el seguro de viaje Plan 2 Individual. | Condiciones: No Vigente | Categoría: Seguro de Viaje
BCP,Seguros,ME: $ 5.73,ME,2025-10-24,Tipo: SEGURO | Prima mensual para el seguro de viaje Plan 2 Familiar. | Condiciones: No Vigente | Categoría: Seguro de Viaje
BCP,Seguros,ME: $ 5.95,ME,2025-10-24,Tipo: SEGURO | Prima mensual para el seguro de viaje Plan 3 Individual. | Condiciones: No Vigente | Categoría: Seguro de Viaje
BCP,Seguros,ME: $ 8.21,ME,2025-10-24,Tipo: SEGURO | Prima mensual para el seguro de viaje Plan 3 Familiar. | Condiciones: No Vigente | Categoría: Seguro de Viaje
BCP,Seguros,ME: $ 9.91,ME,2025-10-24,Tipo: SEGURO | Prima mensual para el seguro de viaje Plan 4 Individual. | Condiciones: No Vigente | Categoría: Seguro de Viaje
BCP,Seguros,ME: $ 12.18,ME,2025-10-24,Tipo: SEGURO | Prima mensual para el seguro de viaje Plan 4 Familiar. | Condiciones: No Vigente | Categoría: Seguro de Viaje
BCP,Seguros,MN: S/ 19.9,MN,2025-10-24,Tipo: SEGURO | Prima mensual para el seguro de renta segura Plan 1 Individual. | Periodicidad: Mensual | Categoría: Seguro de Renta
BCP,Seguros,MN: S/ 26.5,MN,2025-10-24,Tipo: SEGURO | Prima mensual para el seguro de renta segura Plan 1 Familiar. | Periodicidad: Mensual | Condiciones: No Vigente | Categoría: Seguro de Renta
BCP,Seguros,ME: $ 3.96,ME,2025-10-24,Tipo: SEGURO | Prima mensual para el seguro de renta segura Plan 2 Individual. | Condiciones: No Vigente | Categoría: Seguro de Renta
BCP,Seguros,ME: $ 5.95,ME,2025-10-24,Tipo: SEGURO | Prima mensual para el seguro de renta segura Plan 2 Familiar. | Condiciones: No Vigente | Categoría: Seguro de Renta
BCP,Seguros,ME: $ 5.85,ME,2025-10-24,Tipo: SEGURO | Prima mensual para el seguro de renta segura Plan 3 Individual. | Condiciones: No Vigente | Categoría: Seguro de Renta
BCP,Seguros,ME: $ 7.34,ME,2025-10-24,Tipo: SEGURO | Prima mensual para el seguro de renta segura Plan 3 Familiar. | Condiciones: No Vigente | Categoría: Seguro de Renta
BCP,Seguros,ME: $ 6.44,ME,2025-10-24,Tipo: SEGURO | Prima mensual para el seguro de renta segura Plan 4 Individual. | Condiciones: No Vigente | Categoría: Seguro de Renta
BCP,Seguros,ME: $ 8.72,ME,2025-10-24,Tipo: SEGURO | Prima mensual para el seguro de renta segura Plan 4 Familia. | Condiciones: No Vigente | Categoría: Seguro de Renta
BCP,Seguros,ME: $ 7.74,ME,2025-10-24,Tipo: SEGURO | Prima mensual para el seguro de renta segura Plan 5 Individual. | Condiciones: No Vigente | Categoría: Seguro de Renta
BCP,Seguros,ME: $ 9.72,ME,2025-10-24,Tipo: SEGURO | Prima mensual para el seguro de renta segura Plan 5 Familiar. | Condiciones: No Vigente | Categoría: Seguro de Renta
BCP,Seguros,ME: $ 10.11,ME,2025-10-24,Tipo: SEGURO | Prima mensual para el seguro de renta segura Plan 6 Individual. | Condiciones: No Vigente | Categoría: Seguro de Renta
BCP,Seguros,N/A,,2025-10-24,Tipo: N/A
BCP,Depósito CTS,N/A,ME,2025-10-24,Tipo: TASA | Tasa Anual Efectiva (TEA) para depósitos CTS en moneda extranjera. | Periodicidad: Anual | Categoría: Depósito
BCP,Depósito CTS,ME: 0.5%,ME,2025-10-24,"Tipo: TASA | Tasa Anual Efectiva (TEA) para depósitos CTS en moneda extranjera de US$ 0 a US$ 5,000. | Periodicidad: Anual | Condiciones: US$ 0 a US$ 5,000 | Categoría: Depósito"
BCP,Depósito CTS,ME: 0.75%,ME,2025-10-24,"Tipo: TASA | Tasa Anual Efectiva (TEA) para depósitos CTS en moneda extranjera de US$ 5,000.01 a US$ 50,000. | Periodicidad: Anual | Condiciones: US$ 5,000.01 a US$ 50,000 | Categoría: Depósito"
BCP,Depósito CTS,ME: 1.0%,ME,2025-10-24,"Tipo: TASA | Tasa Anual Efectiva (TEA) para depósitos CTS en moneda extranjera de más de US$ 50,000. | Periodicidad: Anual | Condiciones: Mas de US$ 50,000 | Categoría: Depósito"
BCP,Depósito CTS,N/A,,2025-10-24,Tipo: OTRO | Indicador de la Tasa Anual Efectiva expresada en un periodo de 360 días.
BCP,Préstamo Personal con Garantía Líquida,N/A,MN,2025-10-24,Tipo: TASA | Tasas de interés anual efectiva (TEA) para créditos personales en moneda nacional. | Periodicidad: Anual | Cliente: Persona Natural | Segmento: Banca Consumo | Categoría: Crédito
BCP,Préstamo Personal con Garantía Líquida,N/A,MN,2025-10-24,Tipo: TASA | Tasas de interés anual efectiva (TEA) para créditos personales de hasta S/ 300 con plazo máximo de 3 meses. | Periodicidad: Anual | Condiciones: Crédito hasta S/ 300 - plazo máximo de 3 meses | Cliente: Persona Natural | Segmento: Banca Consumo | Categoría: Crédito
BCP,Préstamo Personal con Garantía Líquida,N/A,MN,2025-10-24,Tipo: TASA | Tasas de interés anual efectiva (TEA) para créditos personales de hasta S/ 750 con plazo máximo de 6 meses. | Periodicidad: Anual | Condiciones: Crédito hasta S/ 750 - plazo máximo de 6 meses | Cliente: Persona Natural | Segmento: Banca Consumo | Categoría: Crédito
BCP,Préstamo Personal con Garantía Líquida,N/A,MN,2025-10-24,"Tipo: TASA | Tasas de interés anual efectiva (TEA) para créditos personales de hasta S/ 2,500 con plazo máximo de 60 meses. | Periodicidad: Anual | Condiciones: Crédito hasta S/ 2,500 - con plazo máximo de 60 meses | Cliente: Persona Natural | Segmento: Banca Consumo | Categoría: Crédito"
BCP,Préstamo Personal con Garantía Líquida,N/A,MN,2025-10-24,"Tipo: TASA | Tasas de interés anual efectiva (TEA) para créditos personales de hasta S/ 5,000 con plazo máximo de 60 meses. | Periodicidad: Anual | Condiciones: Crédito hasta S/ 5,000 - con plazo máximo de 60 meses | Cliente: Persona Natural | Segmento: Banca Consumo | Categoría: Crédito"
BCP,Préstamo Personal con Garantía Líquida,N/A,MN,2025-10-24,"Tipo: TASA | Tasas de interés anual efectiva (TEA) para créditos personales de hasta S/ 7,000 con plazo máximo de 60 meses. | Periodicidad: Anual | Condiciones: Crédito hasta S/ 7,000 - con plazo máximo de 60 meses | Cliente: Persona Natural | Segmento: Banca Consumo | Categoría: Crédito"
BCP,Préstamo Personal con Garantía Líquida,N/A,MN,2025-10-24,"Tipo: TASA | Tasas de interés anual efectiva (TEA) para créditos personales de hasta S/250,000 con plazo máximo de 60 meses. | Periodicidad: Anual | Condiciones: Crédito hasta S/250,000 - con plazo máximo 60 meses | Cliente: Persona Natural | Segmento: Banca Consumo | Categoría: Crédito"
BCP,Préstamo Personal con Garantía Líquida,N/A,MN,2025-10-24,"Tipo: TASA | Tasas de interés anual efectiva (TEA) para clientes Banca Pyme con ingresos desde S/ 3,000.00. | Solo en campaña | Periodicidad: Anual | Condiciones: Clientes con Ingresos desde S/ 3,000.00 | Cliente: Persona Natural | Segmento: Banca Consumo | Categoría: Crédito"
BCP,Préstamo Personal con Garantía Líquida,N/A,MN,2025-10-24,Tipo: TASA | Tasas de interés anual efectiva (TEA) para créditos efectivos con garantía de Depósitos a Plazo y CBME. | Periodicidad: Anual | Condiciones: Tipo de Garantía: Depósitos a Plazo y CBME | Cliente: Persona Natural | Segmento: Banca Consumo | Categoría: Crédito
BCP,Préstamo Personal con Garantía Líquida,N/A,MN,2025-10-24,Tipo: TASA | Tasas de interés anual efectiva (TEA) para créditos efectivos con garantía de Fondos Mutuos. | Periodicidad: Anual | Condiciones: Tipo de Garantía: Fondos Mutuos | Cliente: Persona Natural | Segmento: Banca Consumo | Categoría: Crédito
BCP,Préstamo Personal con Garantía Líquida,N/A,MN,2025-10-24,"Tipo: TASA | Tasas de interés anual efectiva (TEA) para créditos efectivos con garantía hipotecaria de S/ 87,500 hasta S/ 100,000. | Periodicidad: Anual | Condiciones: De S/ 87,500 hasta menos de S/ 100,000 - con plazo máximo 60 meses | Cliente: Persona Natural | Segmento: Banca Consumo | Categoría: Crédito"
BCP,Préstamo Personal con Garantía Líquida,N/A,MN,2025-10-24,"Tipo: TASA | Tasas de interés anual efectiva (TEA) para créditos efectivos con garantía hipotecaria de S/ 100,000 hasta S/ 150,000. | Periodicidad: Anual | Condiciones: De S/ 100,000 hasta menos de S/ 150,000 - con plazo máximo 60 meses | Cliente: Persona Natural | Segmento: Banca Consumo | Categoría: Crédito"
